indice_tiempo,total,colectivo,lancha,subte,tren
2020-01-01,966457,907421,40,72180,112267
2020-01-02,3879833,3564004,94,511136,719721
2020-01-03,4213711,3886005,106,536129,779512
2020-01-04,2899714,2728108,129,232491,461000
2020-01-05,1785016,1687791,94,127770,203694
2020-01-06,4160267,3817677,111,543433,772203
2020-01-07,4195485,3855716,61,553337,774509
2020-01-08,4113127,3775151,80,546992,776612
2020-01-09,4114983,3777667,93,551974,771768
2020-01-10,4261741,3930629,122,551782,802904
2020-01-11,2872425,2709650,100,233528,442738
2020-01-12,1770824,1673993,86,128084,212369
2020-01-13,4110363,3776600,103,537425,767740
2020-01-14,3850434,3533051,82,519193,711038
2020-01-15,3845908,3538310,61,517225,662890
2020-01-16,4217823,3873449,91,561236,794638
2020-01-17,4316121,3983349,124,541901,813476
2020-01-18,2924307,2764358,111,197352,477500
2020-01-19,1779502,1692829,101,101496,210334
2020-01-20,3905584,3627245,86,428750,701578
2020-01-21,3878022,3593730,83,433795,700158
2020-01-22,4158654,3860207,88,452305,761511
2020-01-23,4105439,3809202,77,450568,755454
2020-01-24,4135504,3850127,148,440591,760993
2020-01-25,2753728,2611274,103,179852,430063
2020-01-26,1756922,1672106,87,103512,204393
2020-01-27,4082282,3780704,130,442972,760135
2020-01-28,4107574,3804753,75,454479,757307
2020-01-29,4010658,3713725,70,450519,736072
2020-01-30,4172817,3864487,80,465182,771686
2020-01-31,4260828,3957585,116,459544,794295
2020-02-01,2884952,2730780,132,196308,448703
2020-02-02,1769901,1689187,101,103537,189004
2020-02-03,4087548,3755922,125,531629,770349
2020-02-04,4150339,3818458,91,541188,764181
2020-02-05,4204514,3872049,70,551184,773229
2020-02-06,4203953,3873499,84,551675,772649
2020-02-07,4140416,3822596,110,541845,759924
2020-02-08,3016860,2843323,90,248893,470387
2020-02-09,1878720,1774715,84,139777,223128
2020-02-10,4433573,4079339,108,572371,831453
2020-02-11,4266502,3854815,66,613573,833467
2020-02-12,4565999,4205077,90,607412,847829
2020-02-13,4564081,4206786,84,594862,839014
2020-02-14,4658297,4313336,129,587572,852221
2020-02-15,3001841,2822939,112,249134,489200
2020-02-16,1761686,1665058,87,129724,207789
2020-02-17,4264948,3925731,86,562555,764982
2020-02-18,4628208,4275921,92,590904,834700
2020-02-19,4719946,4350865,95,615562,860390
2020-02-20,4673857,4311123,78,602950,842070
2020-02-21,4743639,4383472,139,597057,868976
2020-02-22,3046780,2867067,130,244534,484308
2020-02-23,1898293,1793812,116,140582,220437
2020-02-24,2015214,1893829,76,160708,282205
2020-02-25,1982041,1866212,88,146881,267647
2020-02-26,4763511,4391384,105,603603,863093
2020-02-27,4741243,4364882,84,618367,858937
2020-02-28,4862105,4493789,117,625069,881260
2020-02-29,3176953,2987396,119,267587,494327
2020-03-01,1868686,1767301,97,138446,204026
2020-03-02,4907937,4542037,82,600301,829064
2020-03-03,4996561,4625618,95,620704,835216
2020-03-04,5063067,4685470,93,631391,854925
2020-03-05,5173759,4793168,81,648779,875572
2020-03-06,5284640,4918258,127,642675,887581
2020-03-07,3315847,3117137,145,286495,531479
2020-03-08,1898173,1826835,103,146363,38214
2020-03-09,5153881,4743019,99,706371,901771
2020-03-10,5408124,5015077,0,668245,880883
2020-03-11,4641071,4310748,0,597087,718738
2020-03-12,5511223,5135481,10,641434,867412
2020-03-13,5453210,5095787,109,608112,878278
2020-03-14,2411919,2282375,56,190204,335552
2020-03-15,1552768,1481114,54,96872,160013
2020-03-16,3480207,3251634,72,358404,597606
2020-03-17,2771327,2606033,42,264685,458790
2020-03-18,2466550,2337666,41,203162,366944
2020-03-19,2229778,2168288,50,105581,235118
2020-03-20,921667,903761,22,20358,69314
2020-03-21,556020,547084,11,9359,35957
2020-03-22,275884,271418,3,5072,17221
2020-03-23,348255,342585,4,5676,23024
2020-03-24,315631,310667,5,4848,18542
2020-03-25,583653,571206,9,15573,47071
2020-03-26,581123,569120,8,15037,46084
2020-03-27,797129,783386,14,15099,52959
2020-03-28,524199,515902,5,7994,29120
2020-03-29,278753,274957,3,4288,14189
2020-03-30,621448,609900,17,13556,41815
2020-03-31,433522,427314,10,6202,23011
2020-04-01,713369,700881,15,15876,45990
2020-04-02,730930,718386,10,15549,44482
2020-04-03,965366,950693,17,17530,51507
2020-04-04,690946,682066,2,9523,31176
2020-04-05,384177,379432,5,5215,16186
2020-04-06,885714,869977,15,18656,55060
2020-04-07,902035,886667,14,18318,53128
2020-04-08,935872,919885,19,19189,55127
2020-04-09,759452,747267,10,14246,44184
2020-04-10,448026,441709,4,7089,22191
2020-04-11,583944,575617,11,9277,29787
2020-04-12,335012,330439,5,5262,15198
2020-04-13,947545,927613,12,22842,72455
2020-04-14,977203,957761,16,21926,68095
2020-04-15,1012783,991731,10,23524,71875
2020-04-16,949592,928875,11,24008,70527
2020-04-17,989700,967697,14,25236,75882
2020-04-18,655767,644779,6,11785,39771
2020-04-19,345300,340219,3,6085,17392
2020-04-20,1029844,1006545,10,26779,78691
2020-04-21,1018106,995457,11,26606,75366
2020-04-22,1061061,1036957,9,28030,80518
2020-04-23,1059586,1036411,10,27742,78647
2020-04-24,1048705,1025423,9,29232,79217
2020-04-25,615188,604536,6,12988,38101
2020-04-26,364240,358645,3,6418,18556
2020-04-27,1038539,1013841,11,30977,84194
2020-04-28,846452,829007,7,26360,62515
2020-04-29,1178386,1151930,13,32570,87238
2020-04-30,1197687,1169655,26,34980,90980
2020-05-01,439912,431738,9,8582,27234
2020-05-02,753660,739806,12,14270,46753
2020-05-03,391015,384576,10,6925,20137
2020-05-04,1146449,1118884,9,34345,91577
2020-05-05,1177958,1150669,12,33581,88928
2020-05-06,1241706,1212623,21,35374,93671
2020-05-07,1265530,1235740,14,35748,95434
2020-05-08,1376873,1345600,20,37764,102875
2020-05-09,886799,870276,14,16630,55016
2020-05-10,447814,440453,6,7889,22468
2020-05-11,1301078,1268231,14,38379,110023
2020-05-12,1209358,1176829,19,38343,106318
2020-05-13,1266614,1232946,0,39612,110252
2020-05-14,1288688,1255468,11,40211,106392
2020-05-15,1372768,1337893,22,41302,116524
2020-05-16,890943,872102,8,18154,64476
2020-05-17,445043,437019,8,8379,24752
2020-05-18,1321306,1285239,20,42052,118097
2020-05-19,1320399,1285579,15,40875,113912
2020-05-20,1304863,1270291,20,41569,113398
2020-05-21,1237915,1206031,15,40617,105167
2020-05-22,1317832,1283782,14,42341,114028
2020-05-23,900581,881250,17,18674,66009
2020-05-24,430447,422706,9,8349,23630
2020-05-25,414525,401847,2,9927,31631
2020-05-26,1244962,1211987,20,38122,107003
2020-05-27,1253981,1221266,20,38140,105940
2020-05-28,1273167,1240254,14,38834,105791
2020-05-29,1343802,1310187,17,39472,109835
2020-05-30,824761,808744,13,15173,53747
2020-05-31,406903,400009,4,7624,20769
2020-06-01,1240447,1208569,9,37033,104905
2020-06-02,1253644,1221293,8,37410,104297
2020-06-03,1270722,1237599,12,38283,108200
2020-06-04,1284712,1251965,13,38333,106375
2020-06-05,1400727,1366357,15,40823,115941
2020-06-06,924042,906256,8,17632,60141
2020-06-07,462641,454318,2,8297,28513
2020-06-08,1381495,1346568,15,41291,116751
2020-06-09,1404024,1369296,16,40730,114315
2020-06-10,1435317,1399826,11,41223,115422
2020-06-11,1450690,1414445,9,42725,118019
2020-06-12,1518974,1481903,11,43412,124140
2020-06-13,991265,972067,7,19182,65059
2020-06-14,472990,465099,3,8446,24685
2020-06-15,645429,632241,7,12586,43963
2020-06-16,1480047,1443349,14,42700,123467
2020-06-17,1379162,1344626,15,40806,114411
2020-06-18,1340076,1307062,12,40117,110201
2020-06-19,1376886,1343941,13,37357,111105
2020-06-20,819440,803745,10,13624,53153
2020-06-21,436048,428624,4,8031,22915
2020-06-22,1217873,1187807,14,36187,99744
2020-06-23,1217666,1188675,10,36135,97669
2020-06-24,1272468,1241475,14,36732,103568
2020-06-25,1303043,1271853,12,37331,101663
2020-06-26,1357071,1325913,18,37714,103968
2020-06-27,896769,878883,5,17348,60844
2020-06-28,433563,425295,7,8203,27007
2020-06-29,1232507,1201687,12,35181,102429
2020-06-30,1141866,1114682,10,35410,94747
2020-07-01,979189,954473,11,27694,84886
2020-07-02,876775,850696,7,29301,92779
2020-07-03,1020062,992215,6,31474,100365
2020-07-04,670151,656150,5,14750,49522
2020-07-05,345763,338695,3,7396,24787
2020-07-06,1011775,982647,14,32704,104493
2020-07-07,1012525,984058,7,32817,103476
2020-07-08,1119067,1088705,13,34032,112400
2020-07-09,553766,542088,4,11404,42859
2020-07-10,657384,644300,7,13049,46865
2020-07-11,746832,732619,11,15030,51653
2020-07-12,386318,379211,4,7653,23802
2020-07-13,1165653,1135057,12,34305,114805
2020-07-14,1155221,1125334,11,33185,112957
2020-07-15,1188579,1158063,15,34385,113345
2020-07-16,1149444,1120536,5,33684,105770
2020-07-17,1310210,1278006,4,35742,123340
2020-07-18,847327,830490,10,16488,64211
2020-07-19,440564,432942,3,8457,25198
2020-07-20,1279891,1246131,13,37091,127018
2020-07-21,1225422,1192703,4,36544,122419
2020-07-22,1196857,1163323,18,37292,125183
2020-07-23,1171337,1140232,16,36795,117808
2020-07-24,1278682,1244608,10,39369,127837
2020-07-25,881999,866209,10,17959,57244
2020-07-26,438081,430031,5,8603,27251
2020-07-27,1275375,1239612,9,39145,132654
2020-07-28,1257501,1223508,9,38561,122098
2020-07-29,1272451,1237826,10,39578,128974
2020-07-30,1265769,1230114,14,39712,131818
2020-07-31,1339824,1304207,20,41350,130070
2020-08-01,937556,917815,11,19802,70668
2020-08-02,455269,447018,9,8960,26624
2020-08-03,1326508,1291701,10,41573,127463
2020-08-04,1327494,1293764,5,41266,119478
2020-08-05,1392341,1357542,14,42397,123594
2020-08-06,1339187,1303524,0,42079,130512
2020-08-07,1364578,1329783,12,42959,134096
2020-08-08,980752,960158,10,20724,72092
2020-08-09,461998,453557,2,9107,26812
2020-08-10,1428710,1390041,12,43634,141583
2020-08-11,1428923,1390290,14,44657,142147
2020-08-12,1440533,1402709,7,44413,136552
2020-08-13,1445794,1408488,14,44744,134539
2020-08-14,1542924,1501612,11,46471,153523
2020-08-15,1100208,1076958,15,22151,81333
2020-08-16,506244,496713,2,10028,30035
2020-08-17,642786,628699,7,14105,47636
2020-08-18,1493784,1455276,13,39795,150650
2020-08-19,1451381,1412953,13,44039,142750
2020-08-20,1448992,1410643,12,45135,141301
2020-08-21,1560308,1520168,11,47224,147562
2020-08-22,1045393,1022427,17,22544,81326
2020-08-23,504266,494239,4,10241,32137
2020-08-24,1450857,1410100,14,46143,149006
2020-08-25,1374546,1336666,8,45819,136196
2020-08-26,1356074,1317626,12,45751,139556
2020-08-27,1463258,1421091,22,49463,152451
2020-08-28,1523557,1484619,5,47277,147566
2020-08-29,965858,945100,16,22389,75277
2020-08-30,510343,500206,4,11064,31991
2020-08-31,1449864,1408105,12,50798,152451
2020-09-01,1422697,1383676,12,49178,141399
2020-09-02,1176962,1147281,10,43705,112424
2020-09-03,1466691,1427567,11,52163,141710
2020-09-04,1492032,1440781,20,60130,165112
2020-09-05,1128668,1103723,19,26732,84142
2020-09-06,529186,519277,6,11844,29689
2020-09-07,1537797,1494277,10,51882,161135
2020-09-08,1554674,1510642,10,52106,161541
2020-09-09,1542829,1500081,8,52016,155384
2020-09-10,1558875,1515528,14,52526,155687
2020-09-11,1613989,1568004,19,53588,170834
2020-09-12,1119203,1092329,17,27303,92456
2020-09-13,554338,543082,14,12593,33595
2020-09-14,1559912,1515689,17,53340,161016
2020-09-15,1593310,1547687,15,54650,168015
2020-09-16,1611777,1564246,17,54490,172081
2020-09-17,1616981,1569140,23,57992,169010
2020-09-18,1722633,1674341,13,57867,172557
2020-09-19,1192695,1163714,17,29137,99069
2020-09-20,586925,574176,15,13434,37682
2020-09-21,1570552,1523574,12,54682,168541
2020-09-22,1622063,1574376,17,55992,171513
2020-09-23,1606797,1556718,22,57219,178109
2020-09-24,1634917,1585403,18,57388,178112
2020-09-25,1636523,1590109,25,58219,169411
2020-09-26,983280,962802,19,24689,69128
2020-09-27,549607,538172,13,12618,37150
2020-09-28,1593097,1544962,9,55228,177204
2020-09-29,1691290,1641216,15,59757,177561
2020-09-30,1706493,1656106,28,59602,181532
2020-10-01,1705245,1654048,15,61401,183084
2020-10-02,1509640,1437674,19,66649,193443
2020-10-03,1242120,1210821,9,32289,101254
2020-10-04,599041,586861,18,13529,37764
2020-10-05,1733439,1680927,12,61598,189478
2020-10-06,1800018,1745222,21,62763,198513
2020-10-07,1823361,1765645,18,66174,207020
2020-10-08,1858631,1800564,21,65240,210433
2020-10-09,1936826,1881502,15,67544,203124
2020-10-10,1391272,1357277,22,35825,117857
2020-10-11,665220,652030,15,15164,38102
2020-10-12,865757,844806,23,21603,66403
2020-10-13,1907843,1847731,16,68392,221827
2020-10-14,1909952,1849029,28,69885,219534
2020-10-15,1913101,1854147,21,67581,213347
2020-10-16,2053367,1990384,20,72962,229832
2020-10-17,1446622,1410512,18,38198,126475
2020-10-18,782728,767048,22,18418,47408
2020-10-19,1699597,1645194,21,64198,200463
2020-10-20,1648599,1601504,10,62136,175096
2020-10-21,1886774,1829134,18,70005,210409
2020-10-22,1650798,1602674,7,62339,177909
2020-10-23,1994545,1933146,27,76284,229548
2020-10-24,1412757,1378082,18,38703,120717
2020-10-25,590149,577926,7,14301,39587
2020-10-26,1919895,1858055,25,70709,225156
2020-10-27,1944740,1882134,9,73451,222973
2020-10-28,1893998,1832671,40,72305,221337
2020-10-29,1954692,1888309,20,79528,236235
2020-10-30,2067518,1999915,31,82038,240966
2020-10-31,1497801,1457944,28,42128,131463
2020-11-01,801920,784662,21,19605,49907
2020-11-02,1951468,1884318,23,74049,253694
2020-11-03,2010708,1939252,22,76885,268659
2020-11-04,2038469,1965193,26,79137,275819
2020-11-05,2120503,2046850,23,81868,276346
2020-11-06,2181824,2105664,33,84025,293793
2020-11-07,1597362,1551825,23,47741,157699
2020-11-08,856098,836019,26,22790,60350
2020-11-09,2083154,2007990,27,81733,292105
2020-11-10,2164220,2087332,20,84879,290744
2020-11-11,2172141,2092255,33,84219,302894
2020-11-12,2172386,2092082,24,86047,302808
2020-11-13,2292254,2211004,32,88014,316785
2020-11-14,1592528,1547141,23,47858,165225
2020-11-15,893734,872326,18,23315,66493
2020-11-16,2187024,2107636,37,84296,306623
2020-11-17,2195800,2112403,23,92144,313280
2020-11-18,2208737,2127122,27,87507,311333
2020-11-19,2259924,2174990,25,97256,317124
2020-11-20,2387593,2301958,38,96228,324940
2020-11-21,1739725,1688825,26,52618,178070
2020-11-22,950881,925859,26,25286,75343
2020-11-23,1062499,1032704,24,28690,100759
2020-11-24,2189782,2105750,41,92900,321784
2020-11-25,2070658,1995324,18,89460,282849
2020-11-26,2209598,2126074,38,96406,311986
2020-11-27,2353464,2264665,39,97804,338530
2020-11-28,1526591,1481800,26,48137,164680
2020-11-29,911166,887543,30,24753,69835
2020-11-30,2317467,2233412,31,87950,332516
2020-12-01,2375617,2286854,21,98360,335198
2020-12-02,2334426,2246607,26,99821,329568
2020-12-03,2441566,2346659,34,112710,343771
2020-12-04,2679478,2580478,48,118029,372320
2020-12-05,2000528,1938597,52,68275,214811
2020-12-06,1086219,1054397,31,32698,90733
2020-12-07,1350990,1307470,21,42361,144885
2020-12-08,1198165,1159530,30,35943,126997
2020-12-09,2598017,2496614,43,120632,372956
2020-12-10,2534285,2432382,33,126129,358132
2020-12-11,2654800,2556195,32,120500,364077
2020-12-12,1973679,1911780,34,68628,216392
2020-12-13,990639,964622,19,29319,77286
2020-12-14,2609420,2509929,46,114465,366513
2020-12-15,2624900,2527116,36,113578,357578
2020-12-16,2698542,2597001,33,121442,367975
2020-12-17,2688163,2587316,34,122889,362471
2020-12-18,2853299,2749102,42,132514,384335
2020-12-19,2137290,2071341,39,78866,231152
2020-12-20,1226118,1191620,33,37786,102134
2020-12-21,2878361,2768718,21,135265,402955
2020-12-22,2805707,2749436,20,120009,155615
2020-12-23,2945997,2836969,33,134575,402025
2020-12-24,1797872,1738546,20,61881,203024
2020-12-25,533238,515564,13,16906,45608
2020-12-26,1580199,1532114,37,54315,161452
2020-12-27,1010499,982876,17,30140,81639
2020-12-28,2477270,2382545,25,115113,343927
2020-12-29,2503224,2404774,29,127776,343125
2020-12-30,2546774,2455281,35,113431,336009
2020-12-31,1676533,1624205,28,55612,175857
2021-01-01,532493,516104,11,16309,39184
2021-01-02,1423768,1379921,29,48221,150129
2021-01-03,950651,923668,19,28609,81209
2021-01-04,2320853,2231855,37,103804,327566
2021-01-05,2380396,2290891,31,105293,326473
2021-01-06,2387562,2296761,25,106395,330482
2021-01-07,2418120,2327688,36,107921,329231
2021-01-08,2446878,2351166,35,108995,349793
2021-01-09,1747066,1692030,25,60466,189944
2021-01-10,979297,952282,19,29527,80366
2021-01-11,1922736,1853987,25,88265,257966
2021-01-12,2441268,2347085,33,109495,355117
2021-01-13,2474222,2380160,29,108080,349739
2021-01-14,2467147,2373583,22,107469,344417
2021-01-15,2408739,2320590,46,105089,338044
2021-01-16,1740004,1688037,14,57578,179230
2021-01-17,1061221,1030252,19,31937,90166
2021-01-18,2450101,2357450,28,105606,347036
2021-01-19,2426954,2334650,37,107376,341315
2021-01-20,2443639,2356531,35,107976,326193
2021-01-21,2435731,2345508,31,106952,330166
2021-01-22,2544705,2453356,38,110712,343803
2021-01-23,1805088,1750567,29,61034,188590
2021-01-24,1017292,989070,31,30072,86778
2021-01-25,2308458,2225781,38,96619,325790
2021-01-26,2315164,2228026,27,102947,324993
2021-01-27,2448060,2355981,28,108782,341290
2021-01-28,2392896,2303661,26,111758,329354
2021-01-29,2480396,2393381,32,110732,332618
2021-01-30,1574155,1528929,26,53872,156285
2021-01-31,962466,937081,13,28783,73846
2021-02-01,2301226,2217730,17,104095,313347
2021-02-02,2461188,2366135,25,114376,347321
2021-02-03,2529186,2442625,30,100165,352285
2021-02-04,2610353,2510305,38,119409,361450
2021-02-05,2729603,2630406,38,118151,379473
2021-02-06,1974400,1912028,28,69546,219005
2021-02-07,1121369,1088336,18,35324,100372
2021-02-08,2530452,2433065,38,114948,360378
2021-02-09,2619428,2517139,26,121445,371046
2021-02-10,2632056,2533025,17,124821,359769
2021-02-11,2641177,2539537,48,126729,362464
2021-02-12,2783063,2680149,39,128274,383996
2021-02-13,1930484,1869146,31,69775,212600
2021-02-14,1150771,1117401,22,38403,95997
2021-02-15,1300859,1257387,25,43615,141143
2021-02-16,1298538,1256754,28,41838,136550
2021-02-17,2857525,2747407,29,130657,396940
2021-02-18,2820272,2711822,25,136674,385746
2021-02-19,2936682,2828295,40,135214,388573
2021-02-20,2054406,1988914,21,75616,209865
2021-02-21,1173336,1137961,28,39522,94741
2021-02-22,2506114,2416306,31,117549,311834
2021-02-23,2862410,2751368,34,136470,390542
2021-02-24,2889895,2777401,35,136529,395151
2021-02-25,2866877,2754838,27,141828,388990
2021-02-26,2925436,2808522,47,141985,398851
2021-02-27,2101252,2031664,37,79238,226199
2021-02-28,1195133,1159443,32,39293,100750
2021-03-01,2904353,2795628,39,132720,385250
2021-03-02,2938223,2826098,28,138530,380938
2021-03-03,3016879,2899992,22,144779,403182
2021-03-04,3022694,2919211,32,117119,402417
2021-03-05,3258424,3137023,37,152573,435523
2021-03-06,2264804,2190350,42,84730,247446
2021-03-07,1282750,1242394,24,43668,116901
2021-03-08,3106774,2985619,32,159874,412811
2021-03-09,3202825,3077419,35,155526,423304
2021-03-10,3254154,3126838,24,159164,427987
2021-03-11,3233841,3107376,33,159008,422694
2021-03-12,3352837,3224605,16,163775,444348
2021-03-13,2262881,2186993,32,87266,253359
2021-03-14,1265784,1225773,36,45114,109631
2021-03-15,3200422,3074757,27,154583,428110
2021-03-16,3067440,2948455,28,153914,399556
2021-03-17,3122009,2998205,15,162339,417552
2021-03-18,3314644,3180509,32,180635,441611
